NAME,NSECode,Industry
ANUH PHARMA LTD.,ANUHPHR,Pharmaceuticals - Indian - Bulk Drugs
SHILPA MEDICARE LTD.,SHILPAMED,Pharmaceuticals - Indian - Bulk Drugs
GENNEX LABORATORIES LTD.,GENNEX,Pharmaceuticals - Indian - Bulk Drugs
DIVI'S LABORATORIES LTD.,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs
CHEMO PHARMA LABORATORIES LTD.,CHEMOPH,Pharmaceuticals - Indian - Bulk Drugs
HIKAL LTD.,HIKAL,Pharmaceuticals - Indian - Bulk Drugs
GLAND PHARMA LTD,GLAND,Pharmaceuticals - Indian - Bulk Drugs
SEQUENT SCIENTIFIC LTD.,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs
KWALITY PHARMACEUTICALS LTD,KPL,Pharmaceuticals - Indian - Bulk Drugs
MARKSANS PHARMA LTD.,MARKSANS,Pharmaceuticals - Indian - Bulk Drugs
SHREE GANESH BIOTECH (INDIA) LTD,SHREEGANES,Pharmaceuticals - Indian - Bulk Drugs & Formln
J B CHEMICALS & PHARMACEUTICALS LTD.,JBCHEPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
ANUPAM RASAYAN INDIA LTD,ANURAS,Pharmaceuticals - Indian - Bulk Drugs & Formln
MOREPEN LABORATORIES LTD.,MOREPENLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
LASA SUPERGENERICS LTD,LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln
SAKAR HEALTHCARE,SAKAR,Pharmaceuticals - Indian - Bulk Drugs & Formln
ALEMBIC PHARMACEUTICALS LTD.,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln
VIKRAM THERMO (INDIA) LTD.,VIKRAMTH,Pharmaceuticals - Indian - Bulk Drugs & Formln
UNICHEM LABORATORIES LTD.,UNICHEMLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
CIPLA LTD.,CIPLA,Pharmaceuticals - Indian - Bulk Drugs & Formln
SYNGENE INTERNATIONAL LTD,SYNGENE,Pharmaceuticals - Indian - Bulk Drugs & Formln
SYSCHEM (INDIA) LTD.,SYSCHEM,Pharmaceuticals - Indian - Bulk Drugs & Formln
ALEMBIC LTD.,ALEMBICLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln
CADILA HEALTHCARE LTD.,CADILAHC,Pharmaceuticals - Indian - Bulk Drugs & Formln
WELCURE DRUGS & PHARMACEUTICALS LTD.,WELCURE,Pharmaceuticals - Indian - Bulk Drugs & Formln
BIOCON LTD.,BIOCON,Pharmaceuticals - Indian - Bulk Drugs & Formln
SHREE GANESH REMEDIES LTD,SGRL,Pharmaceuticals - Indian - Bulk Drugs & Formln
EARUM PHARMACEUTICALS LTD,EARUM,Pharmaceuticals - Indian - Bulk Drugs & Formln
RPG LIFE SCIENCES LTD.,RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln
SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,SOURCENTRL,Pharmaceuticals - Indian - Bulk Drugs & Formln
IPCA LABORATORIES LTD.,IPCALAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
DR.REDDY'S LABORATORIES LTD.,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln
LYKA LABS LTD.,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln
SOLARA ACTIVE PHARMA SCIENCES LTD,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln
SUVEN PHARMACEUTICALS LTD,SUVENPHAR,Pharmaceuticals - Indian - Bulk Drugs & Formln
NATCO PHARMA LTD.,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
JAGSONPAL PHARMACEUTICALS LTD.,JAGSNPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
TITAN BIOTECH LTD.,TITANBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln
PANACEA BIOTEC LTD.,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln
TORRENT PHARMACEUTICALS LTD.,TORNTPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln
INDOCO REMEDIES LTD.,INDOCO,Pharmaceuticals - Indian - Bulk Drugs & Formln
BROOKS LABORATORIES LTD.,BROOKS,Pharmaceuticals - Indian - Bulk Drugs & Formln
KOPRAN LTD.,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln
ZOTA HEALTH CARE,ZOTA,Pharmaceuticals - Indian - Bulk Drugs & Formln
AUROBINDO PHARMA LTD.,AUROPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln
GUFIC BIOSCIENCES LTD.,GUFICBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln
FDC LTD.,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln
IOL CHEMICALS & PHARMACEUTICALS LTD.,IOLCP,Pharmaceuticals - Indian - Bulk Drugs & Formln
THEMIS MEDICARE LTD.,THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln
ORTIN LABORATORIES LTD,ORTINLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln
GLENMARK PHARMACEUTICALS LTD.,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln
GLENMARK LIFE SCIENCES LTD,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln
ALKEM LABORATORIES LTD,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln
PHAARMASIA LTD.,PHRMASI,Pharmaceuticals - Indian - Bulk Drugs & Formln
SANJIVANI PARANTERAL LTD.,SANJIVIN,Pharmaceuticals - Indian - Formulations
MEDICAMEN BIOTECH LTD.,MEDICAMEQ,Pharmaceuticals - Indian - Formulations
HESTER BIOSCIENCES LTD.,HESTERBIO,Pharmaceuticals - Indian - Formulations
DECIPHER LABS LTD,DECIPHER,Pharmaceuticals - Indian - Formulations
AMRUTANJAN HEALTH CARE LTD.,AMRUTANJAN,Pharmaceuticals - Indian - Formulations
WINDLAS BIOTECH LTD,WINDLAS,Pharmaceuticals - Indian - Formulations
ALPA LABORATORIES LTD.,ALPA,Pharmaceuticals - Indian - Formulations
FREDUN PHARMACEUTICALS LTD,FREDUN,Pharmaceuticals - Indian - Formulations
BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,BIOFILCHEM,Pharmaceuticals - Indian - Formulations
LAURUS LABS LTD,LAURUSLABS,Pharmaceuticals - Indian - Formulations
MERCURY LABORATORIES LTD,MERCURYLAB,Pharmaceuticals - Indian - Formulations
SYNCOM FORMULATIONS (INDIA) LTD.,SYNCOMF,Pharmaceuticals - Indian - Formulations
m,KILITCH,Pharmaceuticals - Indian - Formulations
VEERHEALTH CARE LIMITED,VEERHEALTH,Pharmaceuticals - Indian - Formulations
AMBALAL SARABHAI ENTERPRISES LTD.,AMBALALSA,Pharmaceuticals - Indian - Formulations
ARVEE LABORAT.,ARVEE,Pharmaceuticals - Indian - Formulations
BLISS GVS PHARMA LTD.,BLISSGVS,Pharmaceuticals - Indian - Formulations
AJANTA PHARMA LTD.,AJANTPHARM,Pharmaceuticals - Indian - Formulations
LINCOLN PHARMACEUTICALS LTD.,LINCOLN,Pharmaceuticals - Indian - Formulations
SHUKRA PHARMACEUTICALS LTD,SHUKRAPHAR,Pharmaceuticals - Indian - Formulations
BDH INDUSTRIES LTD.,BDH,Pharmaceuticals - Indian - Formulations
PHARMAIDS PHARMACEUTICALS LTD.,PHARMAID,Pharmaceuticals - Indian - Formulations
JENBURKT PHARMACEUTICALS LTD.,JENBURPH,Pharmaceuticals - Indian - Formulations
CAPLIN POINT LABORATORIES LTD.,CAPLIPOINT,Pharmaceuticals - Indian - Formulations
CORAL LABORATORIES LTD.,CORALAB,Pharmaceuticals - Indian - Formulations
ZIM LABORATORIES LTD,ZIMLAB,Pharmaceuticals - Indian - Formulations
BAFNA PHARMACEUTICALS LTD.,BAFNAPH,Pharmaceuticals - Indian - Formulations
ZENOTECH LABORATORIES LTD.,ZENOTECH,Pharmaceuticals - Indian - Formulations
ZENITH HEALTH CARE LTD.,ZENITHHE,Pharmaceuticals - Indian - Formulations
VENUS REMEDIES LTD.,VENUSREM,Pharmaceuticals - Indian - Formulations
COLINZ LABORATORIES LTD.,COLINZ,Pharmaceuticals - Indian - Formulations
VISTA PHARMACEUTICALS LTD.,VISTAPH,Pharmaceuticals - Indian - Formulations
UNJHA FORMULATIONS LTD.,UNJHAFOR,Pharmaceuticals - Indian - Formulations
ALBERT DAVID LTD.,ALBERTDAVD,Pharmaceuticals - Indian - Formulations
MAKERS LABORATORIES LTD.,MAKERSL,Pharmaceuticals - Indian - Formulations
ERIS LIFESCIENCES LTD,ERIS,Pharmaceuticals - Indian - Formulations
NOVARTIS INDIA LTD.,NOVARTIND,Pharmaceuticals - Multinational
ABBOTT INDIA LTD.,ABBOTINDIA,Pharmaceuticals - Multinational
GLAXOSMITHKLINE PHARMACEUTICALS LTD.,GLAXO,Pharmaceuticals - Multinational
SANOFI INDIA LTD,SANOFI,Pharmaceuticals - Multinational
PFIZER LTD.,PFIZER,Pharmaceuticals - Multinational
ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN,Pharmaceuticals - Multinational
PROCTER & GAMBLE HEALTH LTD,PGHL,Pharmaceuticals - Multinational
EVOQ REMEDIES LIMITED,EVOQ,"Pharmaceuticals, API"
UNIVERSUS PHOTO IMAGINGS LTD,UNIVPHOTO,Photographic And Allied Products
Essen Speciality Films Ltd,ESFL,Plastic Products - Consumer
Technopack Polymers Ltd,TECHNOPACK,Plastic Products - Consumer
Shri Techtex Ltd,SHRITECH,Plastic Products - Industrial
Amerise Biosciences Ltd,AMERISE,Plastic Products - Industrial
AVRO INDIA,AVROIND,Plastics Products
MOLD-TEK PACKAGING LIMITED,MOLDTKPAC,Plastics Products
SHISH INDUSTRIES LTD,SHISHIND,Plastics Products
VIKAS ECOTECH LTD,VIKASECO,Plastics Products
INNOCORP LTD.,INNOCORP,Plastics Products
MITSU CHEM PLAST LTD,MITSU,Plastics Products
PRINCE PIPES AND FITTINGS LTD,PRINCEPIPE,Plastics Products
POLYLINK POLYMERS (INDIA) LTD.,POLYLINK,Plastics Products
WIM PLAST LTD.,WIMPLAST,Plastics Products
SRI KPR INDUSTRIES LTD.,SRIKPRIND,Plastics Products
KUNSTSTOFFE INDUSTRIES LTD.,KUNSTOFF,Plastics Products
APOLLO PIPES LTD,APOLLOPIPE,Plastics Products
PRAKASH PIPES LTD,PPL,Plastics Products
SHAILY ENGINEERING PLASTICS LTD.,SHAILY,Plastics Products
PEARL POLYMERS LTD.,PEARLPOLY,Plastics Products
KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD,KINGFA,Plastics Products
ARROW GREENTECH LTD,ARROWGREEN,Plastics Products
DEEP POLYMERS LTD,DEEP,Plastics Products
ANKA INDIA LTD.,ANKIN,Plastics Products
ASTRAL LTD,ASTRAL,Plastics Products
NILKAMAL LTD.,NILKAMAL,Plastics Products
CAPTAIN PIPES LTD,CAPPIPES,Plastics Products
KKALPANA INDUSTRIES (INDIA) LTD,KKALPANAIND,Plastics Products
RESPONSIVE INDUSTRIES LTD.,RESPONIND,Plastics Products
TEXMO PIPES & PRODUCTS LTD.,TEXMOPIPES,Plastics Products
FINOLEX INDUSTRIES LTD.,FINPIPE,Plastics Products
MPL PLASTICS LIMITED,MPL,Plastics Products
G M POLYPLAST LTD,GMPL,Plastics Products
MULTIBASE INDIA LTD.,MULTIBASE,Plastics Products
SUPREME INDUSTRIES LTD.,SUPREMEIND,Plastics Products
XPRO INDIA LTD.,XPROINDIA,Plastics Products
DUTRON POLYMERS LTD.,DUTRON,Plastics Products
JAUSS POLYMERS LTD.,JAUSPOL,Plastics Products
JASCH INDUSTRIES LTD.,JASCH,Plastics Products
JAI CORP LTD.,JAICORPLTD,Plastics Products
TOKYO PLAST INTERNATIONAL LTD.,TOKYOPLAST,Plastics Products
RUNGTA IRRIGATION LTD.,RUNGTAIR,Plastics Products
MAYUR UNIQUOTERS LTD.,MAYURUNIQ,Plastics Products
KRITI INDUSTRIES (INDIA) LTD.,KRITI,Plastics Products
PREMIER POLYFILM LTD.,PREMIERPOL,Plastics Products
MAHINDRA EPC IRRIGATION LTD,MAHEPC,Plastics Products
VINYOFLEX LTD.,VINYOFL,Plastics Products
JSW Infrastructure Ltd,JSWINFRA,Port & Port services
K.P. ENERGY LTD,KPEL,Power Generation And Supply
KKV AGRO POWERS,KKVAPOW,Power Generation And Supply
INDOWIND ENERGY LTD.,INDOWIND,Power Generation And Supply
KARMA ENERGY LTD.,KARMAENG,Power Generation And Supply
SOLEX ENERGY,SOLEX,Power Generation And Supply
ADANI TRANSMISSION LTD,ADANITRANS,Power Generation And Supply
RATTANINDIA ENTERPRISES LTD,RTNINDIA,Power Generation And Supply
GITA RENEWABLE ENERGY LTD,GITARENEW,Power Generation And Supply
INDIA POWER CORP,DPSCLTD,Power Generation And Supply
Encode Packaging India Ltd,ENCODE,Print Media
ANTARCTICA LTD.,ANTARTICL,Printing & Stationery
S CHAND AND COMPANY LTD,SCHAND,Printing & Stationery
DJ MEDIAPRINT & LOGISTICS LTD,DJML,Printing & Stationery
REPRO INDIA LTD.,REPRO,Printing & Stationery
KAISER CORPORATION LIMITED,KACL,Printing & Stationery
MPS LTD.,MPSLTD,Printing & Stationery
Linc Ltd,LINC,Printing & Stationery
GALA GLOBAL PRODUCTS LTD,GGPL,Printing & Stationery
KOKUYO CAMLIN LTD.,KOKUYOCMLN,Printing & Stationery
NAVNEET EDUCATION LIMITED,NAVNETEDUL,Printing & Stationery
SHAKTI PUMPS (INDIA) LTD.,SHAKTIPUMP,Pumps
ADARSH PLANT PROTECT LTD.,ADARSHPL,Pumps
KIRLOSKAR BROTHERS LTD.,KIRLOSBROS,Pumps
ROTO PUMPS LTD.,ROTO,Pumps
KSB LTD,KSB,Pumps
WPIL LTD.,WPIL,Pumps
BRIGHT SOLAR,BRIGHT,Pumps
Titagarh Rail Systems Ltd,TITAGARH,Railway Wans
NEXUS SELECT TRUST,NXST,Real Estate Investment Trusts (REITs)
Manas Properties Ltd,MANAS,Realty
RADHE DEVELOPERS (INDIA) LTD,RADHEDE,Realty
NICCO PARKS & RESORTS LTD.,NICCOPAR,Recreation / Amusement Parks
IMAGICAAWORLD ENTERTAINMENT LTD,IMAGICAA,Recreation / Amusement Parks
WONDERLA HOLIDAYS LTD,WONDERLA,Recreation / Amusement Parks
RELIANCE INDUSTRIES LTD.,RELIANCE,Refineries
RHI MAGNESITA INDIA LTD,RHIM,Refractories / Intermediates
MORGANITE CRUCIBLE (INDIA) LTD.,MORGANITE,Refractories / Intermediates
VESUVIUS INDIA LTD.,VESUVIUS,Refractories / Intermediates
IFGL REFRACTORIES LTD,IFGLEXPOR,Refractories / Intermediates
Keystone Realtors Ltd,RUSTOMJEE,"Residential, Commercial Projects"
SVS Ventures Ltd,SVS,"Residential, Commercial Projects"
SignatureGlobal India Ltd,SIGNATURE,"Residential, Commercial Projects"
Navkar Urbanstructure Ltd,NAVKAR,"Residential, Commercial Projects"
ETT Ltd,ETT,"Residential, Commercial Projects"
Sapphire Foods India Ltd,SAPPHIRE,Restaurants
Pentagon Rubber Ltd,PENTAGON,Rubber
Gayatri Rubbers and Chemicals Ltd.,GRCL,Rubber
Lead Reclaim and Rubber Products Ltd,LRRPL,Rubber
Nupur Recyclers Limited,NRL,Services
WinPro Industries Limited,WINPRO,Services
DUDIGITAL GLOBAL LIMITED,DUGLOBAL,Services
Delhivery Limited,DELHIVERY,Services
SEAMEC LTD.,SEAMECLTD,Shipping
CHOWGULE STEAMSHIPS LTD.,CHOWGULSTM,Shipping
ARVIND AND COMPANY SHIPPING AGENCIES LIMITED,ACSAL,Shipping
NETTLINX LTD.,NETTLINX,Software Products
NK INDUSTRIES LTD.,NKIND,Solvent Extraction
KRITI NUTRIENTS LTD,KRITINUT,Solvent Extraction
AMBAR PROTEIN INDUSTRIES LTD,AMBARPIL,Solvent Extraction
VIJAY SOLVEX LTD.,VIJSOLX,Solvent Extraction
SARDA PROTEINS LTD.,SRDAPRT,Solvent Extraction
NATURAL BIOCON (INDIA) LTD,NATURAL,Solvent Extraction
RUCHI SOYA INDUSTRIES LTD.,RUCHI,Solvent Extraction
POONA DAL & OIL INDUSTRIES LTD.,POONADAL,Solvent Extraction
SHREE RAM PROTI.,SRPL,Solvent Extraction
RAJ OIL MILLS LTD.,RAJOIL,Solvent Extraction
GUJARAT AMBUJA EXPORTS LTD.,GAEL,Solvent Extraction
AGRO TECH FOODS LTD.,ATFL,Solvent Extraction
MANORAMA INDUSTRIES LTD,MANORAMA,Solvent Extraction
PRIMA INDUSTRIES LTD.,PRIMAIN,Solvent Extraction
AVT NATURAL PRODUCTS LTD.,AVTNPL,Solvent Extraction
CMS Info Systems Ltd,CMSINFO,Sp.Consumer Services
Sai Silks (Kalamandir) Ltd,KALAMANDIR,Speciality Retail
Bhatia Colour Chem Ltd,BCCL,Specialty Chemicals
HP Adhesives Ltd,HPAL,Specialty Chemicals
Vital Chemtech Ltd,VITAL,Specialty Chemicals
Archean Chemical Industries Ltd,ACI,Specialty Chemicals
Vedant Fashions Ltd,MANYAVAR,Specialty Retail
Chaman Metallics Ltd,CMNL,Sponge Iron
Alkosign Ltd,ALKOSIGN,Stationary
Flair Writing Industries,FLAIR,Stationary
SURYA ROSHNI LTD.,SURYAROSNI,Steel - Large
APL APOLLO TUBES LTD.,APLAPOLLO,Steel - Large
ISMT LTD.,ISMTLTD,Steel - Medium / Small
SHYAM METALICS AND ENERGY LTD,SHYAMMETL,Steel - Medium / Small
MAN INDUSTRIES (INDIA) LTD.,MANINDS,Steel - Medium / Small
MODERN STEELS LTD.,MDRNSTL,Steel - Medium / Small
SUPERSHAKTI METALIKS LTD,SUPERSHAKT,Steel - Medium / Small
RATNAMANI METALS & TUBES LTD.,RATNAMANI,Steel - Medium / Small
MAHARASHTRA SEAMLESS LTD.,MAHSEAMLES,Steel - Medium / Small
GUJARAT INTRUX LTD.,GUJINTRX,Steel - Medium / Small
BAJAJ STEEL INDUSTRIES LTD.,BAJAJST,Steel - Medium / Small
BHARAT WIRE ROPES LTD,BHARATWIRE,Steel - Medium / Small
NARAYANI STEELS LTD,NARAYANI,Steel - Medium / Small
MANAKSIA STEELS LTD,MANAKSTEEL,Steel - Medium / Small
VARDHMAN SPECIAL STEELS LTD.,VSSL,Steel - Medium / Small
KRITIKA WIRES,KRITIKA,Steel - Medium / Small
SHRI BAJRANG ALLIANCE LTD,SHBAJRG,Steel - Medium / Small
BOMBAY WIRE ROPES LTD.,BOMBWIR,Steel - Medium / Small
NATIONAL GENERAL INDUSTRIES LTD.,NATGENI,Steel - Medium / Small
KALYANI STEELS LTD.,KSL,Steel - Medium / Small
PANCHMAHAL STEEL LTD.,PANCHMAHQ,Steel - Medium / Small
BEEKAY STEEL INDUSTRIES LTD,BEEKAY,Steel - Medium / Small
GARG FURNACE LTD.,GARGFUR,Steel - Medium / Small
SHREE STEEL WIRE ROPES LTD.,SSWRL,Steel - Medium / Small
INDIAN BRIGHT STEEL CO.LTD.,IBRIGST,Steel - Medium / Small
RAJRATAN GLOBAL WIRE LTD.,RAJRATAN,Steel - Medium / Small
RAGHAV PRODUCTIVITY ENHANCERS LTD,RPEL,Steel - Medium / Small
LLOYDS STEELS INDUSTRIES LTD,LSIL,Steel - Medium / Small
BMW INDUSTRIES LTD,BMW,Steel - Medium / Small
RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.,RISHDIGA,Steel - Medium / Small
BANSAL ROOFING PRODUCTS LTD,BRPL,Steel - Medium / Small
GANDHI SPECIAL TUBES LTD.,GANDHITUBE,Steel - Medium / Small
GODAWARI POWER & ISPAT LTD.,GPIL,Steel - Medium / Small
METAL COATINGS (INDIA) LTD.,METALCO,Steel - Medium / Small
JTL INFRA LTD.,JTLINFRA,Steel - Medium / Small
GRAND FOUNDRY LTD.,GRANDFONRY,Steel - Medium / Small
D P WIRES,DPWIRES,Steel - Medium / Small
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,TIIL,Steel - Medium / Small
RAMA STEEL TUBES LTD,RAMASTEEL,Steel - Medium / Small
SURANI STEEL TUB,SURANI,Steel - Medium / Small
MISHRA DHATU NIGAM LTD,MIDHANI,Steel - Medium / Small
APOLLO TRICOAT TUBES LTD,APOLLOTRI,Steel - Medium / Small
KAMDHENU LTD,KAMDHENU,Steel - Medium / Small
AHLADA ENGINEERS,AHLADA,Steel - Medium / Small
KIRLOSKAR FERROUS INDUSTRIES LTD.,KIRLFER,Steel - Pig Iron
TATA METALIKS LTD.,TATAMETALI,Steel - Pig Iron
GALLANTT ISPAT LTD.,GALLISPAT,Steel - Sponge Iron
CHENNAI FERROUS INDUSTRIES LTD,CHENFERRO,Steel - Sponge Iron
JINDAL STEEL & POWER LTD.,JINDALSTEL,Steel - Sponge Iron
LLOYDS METALS AND ENERGY LTD.,LLOYDSME,Steel - Sponge Iron
DHAMPURE SPECIALITY SUGARS LTD.,DHAMPURE,Sugar
E.I.D.-PARRY (INDIA) LTD.,EIDPARRY,Sugar
DWARIKESH SUGAR INDUSTRIES LTD.,DWARKESH,Sugar
PONNI SUGARS (ERODE) LTD.,PONNIERODE,Sugar
KOTHARI SUGARS & CHEMICALS LTD.,KOTHARIS,Sugar
COASTAL ROADWAYS LTD.,COARO,Surface Transportation
TATA COFFEE LTD.,TATACOFFEE,Tea
CCL PRODUCTS (INDIA) LTD.,CCL,Tea
UNITED NILGIRI,UNITEDTEA,Tea
GROB TEA CO,GROBTEA,Tea
GOODRICKE GROUP LTD.,GOODRICKE,Tea
TATA CONSUMER PRODUCTS LTD,TATACONSUM,Tea
WARREN TEA LTD.,WARRENTEA,Tea
ROSSELL INDIA LTD.,ROSSELLIND,Tea
TYROON TEA CO.LTD.,TYROON,Tea
NEELAMALAI AGRO INDUSTRIES LTD.,NEAGI,Tea
JAMES WARREN TEA LTD,JAMESWARREN,Tea
Retro Green Revolution Ltd,RGRL,Tea & Coffee
Black Box Limited,BBOX,Technologu
MIC Electronics Limited,MICEL,Technology
FROG CELLSAT LIMITED,FROG,Telecom - Equipment & Accessories
Kore Digital Ltd,KDL,Telecom - Infrastructure
Sar Televenture Ltd,SARTELE,Telecom - Infrastructure
AISHWARYA TECHNOLOGIES AND TELECOM LTD,AISHWARYA,Telecommunications - Equipment
KAVVERI TELECOM PRODUCTS LTD.,KAVVERITEL,Telecommunications - Equipment
DIGISPICE TECHNOLOGIES LTD,DIGISPICE,Telecommunications - Equipment
PRABHAT TECHNOLOGIES (INDIA) LTD,PTIL,Telecommunications - Equipment
AVANTEL LTD.,AVANTEL,Telecommunications - Equipment
ASTRA MICROWAVE PRODUCTS LTD.,ASTRAMICRO,Telecommunications - Equipment
OLECTRA GREENTECH LTD,OLECTRA,Telecommunications - Equipment
NELCO LTD.,NELCO,Telecommunications - Equipment
ADC INDIA COMMUNICATIONS LIMITED,ADCINDIA,Telecommunications - Equipment
TATA COMMUNICATIONS LTD.,TATACOMM,Telecommunications - Service Provider
RAILTEL CORPORATION OF INDIA LTD,RAILTEL,Telecommunications - Service Provider
UNIINFO TELECOM,UNIINFO,Telecommunications - Service Provider
Integra Essentia Ltd,ESSENTIA,Textile
INTEGRA ENGINEERING INDIA LTD.,INTEGRAEN,Textile Machinery
STOVEC INDUSTRIES LTD.,STOVACQ,Textile Machinery
MEERA INDUSTRIES LTD,MEERA,Textile Machinery
HINDOOSTAN MILLS LTD.,HINDMILL,Textile Machinery
INDIAN CARD CLOTHING CO.LTD.,INDIANCARD,Textile Machinery
LAKSHMI AUTOMATIC LOOM WORKS LTD.,LXMIATO,Textile Machinery
RRIL LTD,RRIL,Textile Machinery
LAKSHMI MACHINE WORKS LTD.,LAXMIMACH,Textile Machinery
AMRAWORLD AGRICO LTD.,AMRAAGRI,Textiles
BENGAL TEA & FABRICS LTD.,BENGALT,Textiles - Composite
MAFATLAL INDUSTRIES LTD.,MAFATIND,Textiles - Composite
LUX INDUSTRIES LTD,LUXIND,Textiles - Composite
AKSHAR SPINTEX LTD,AKSHAR,Textiles - Cotton/Blended
INDO COTSPIN LTD,ICL,Textiles - Cotton/Blended
INDO COUNT INDUSTRIES LTD.,ICIL,Textiles - Cotton/Blended
HIMACHAL FIBRES LTD.,HIMFIBP,Textiles - Cotton/Blended
KATARE SPINNING MILLS LTD.,KATRSPG,Textiles - Cotton/Blended
AMBIKA COTTON MILLS LTD.,AMBIKCO,Textiles - Cotton/Blended
CHITRADURGA SPINTEX LTD.,CHITRTX,Textiles - Cotton/Blended
PBM POLYTEX LTD.,PBMPOLY,Textiles - Cotton/Blended
VARDHMAN TEXTILES LTD.,VTL,Textiles - Cotton/Blended
SUPER SALES INDIA LTD.,SUPER,Textiles - Cotton/Blended
HISAR SPINNING MILLS LTD.,HISARSP,Textiles - Cotton/Blended
GEM SPINNERS INDIA LTD.,GEMSPIN,Textiles - Cotton/Blended
SIMPLEX MILLS COMPANY LTD.,SIMPLXMIL,Textiles - Cotton/Blended
DCM NOUVELLE LTD,DCMNVL,Textiles - Cotton/Blended
ALKA INDIA LTD.,ALKA,Textiles - Cotton/Blended
ASHIMA LTD.,ASHIMASYN,Textiles - Cotton/Blended
DHANALAXMI ROTO SPINNERS LTD.,DHANROTO,Textiles - Cotton/Blended
GLOSTER LTD,GLOSTERLTD,Textiles - Jute - Yarn / Products
CHEVIOT CO.LTD.,CHEVIOT,Textiles - Jute - Yarn / Products
SHEELA FOAM LTD,SFL,Textiles - Jute - Yarn / Products
ZENITH FIBRES LTD.,ZENIFIB,Textiles - Manmade
SRF LTD.,SRF,Textiles - Manmade
VARDHMAN ACRYLIC,VARDHACRLC,Textiles - Manmade
CENTURY ENKA LTD.,CENTENKA,Textiles - Manmade
FILATEX INDIA LTD.,FILATEX,Textiles - Manmade
NIBE LTD,NIBE,Textiles - Manmade
PASUPATI ACRYLON LTD.,PASUPTAC,Textiles - Manmade
CIL NOVA PETROCHEMICALS LTD.,CNOVAPETRO,Textiles - Manmade
INDO RAMA SYNTHETICS (INDIA) LTD.,INDORAMA,Textiles - Manmade
VERA SYNTHETIC,VERA,Textiles - Manmade
LORENZINI APPARELS LTD,LAL,Textiles - Processing
SIYARAM SILK MILLS LTD.,SIYSIL,Textiles - Processing
PREMCO GLOBAL LTD.,PREMCO,Textiles - Processing
WEIZMANN LTD.,WEIZMANIND,Textiles - Processing
VTM LTD.,VTMLTD,Textiles - Processing
ORBIT EXPORTS LTD.,ORBTEXP,Textiles - Processing
ONE GLOBAL SERVICE PROVIDER LTD,ONEGLOBAL,Textiles - Processing
BETEX INDIA LTD.,BETXIND,Textiles - Processing
SANRHEA TECHNICAL TEXTILES LTD.,SANTETX,Textiles - Processing
FAZE THREE AUTOFAB LTD,FAZE3AUTO,Textiles - Processing
DHANLAXMI FABRICS LTD.,DHANFAB,Textiles - Processing
BLUE CHIP TEX INDUSTRIES LTD.,BLUECHIPT,Textiles - Processing
FAZE THREE LTD.,FAZE3Q,Textiles - Processing
RAGHUVIR SYNTHETICS LTD.,RAGHUSYN,Textiles - Processing
TRIDENT LTD.,TRIDENT,Textiles - Products
AXITA COTTON LTD,AXITA,Textiles - Products
PRITI INTERNATI.,PRITI,Textiles - Products
IRIS CLOTHINGS,IRISDOREME,Textiles - Products
ADITYA BIRLA FASHION AND RETAIL LTD,ABFRL,Textiles - Products
MALLCOM (INDIA) LTD,MALLCOM,Textiles - Products
FIBERWEB (INDIA) LTD.,FIBERWEB,Textiles - Products
WELSPUN INDIA LTD.,WELSPUNIND,Textiles - Products
SHUBHAM POLYSPIN LTD,SHUBHAM,Textiles - Products
SHRI DINESH MILLS LTD.,SHRIDINE,Textiles - Products
